manly had:0.5
<s> confirm:3.9468e-05
seated at:0.130435
baillie gives:0.1
the recognised:0.000123908
will burn:0.0021978
caine </s>:0.2
another girl:0.0141844
him take:0.00127551
bishopsgate street:1
<s> wasn't:1.9734e-05
of hay:0.000106758
з </s>:0.00393701
end then:0.01
якої причини:0.333333
замовкну відповіла:1
many poore:0.0255319
розмова </s>:0.333333
many hours:0.00425532
мовби той:0.142857
smoke that:0.142857
the will:0.00030977
woman engaged:0.00373134
descended </s>:0.285714
кіт то:0.0357143
deep lying:0.025641
<s> instantaneous:1.9734e-05
довго бігали:0.0909091
подумала ніби:0.0217391
<s> charles:9.86699e-05
моя кішка:0.125
<s> weak:3.9468e-05
after folding:0.00357143
<s> мені:0.000177606
кіт махнув:0.0357143
splotch of:1
встигну зголодніти:1
тістечко </s>:0.5
stone in:0.08
colbert </s>:1
slippery </s>:1
this nathaniel:0.000762777
enemy in:0.333333
a morsel:0.000170271
коли сильно:0.0113636
дитинстві сказав:1
table said:0.0144928
саме стільки:0.0416667
freely distributed:0.1875
when my:0.00765697
о бідні:0.0555556
extraordinary </s>:0.125
могла б:0.0714286
is _nu:0.00102512
промовила бідолашна:0.111111
fixed her:0.0909091
enforced in:0.125
too much:0.107383
а та:0.00398406
remo </s>:1
differed widely:0.5
your business:0.00185874
fainting in:0.25
fee for:0.3
замість куль:0.333333
blooded fellow:0.5
three pairs:0.00471698
гостями йшов:1
their destiny:0.000981354
will lie:0.0043956
for tithe:0.000372717
cigarette stand:0.2
vizt izaak:0.5
<s> опір:1.9734e-05
пошепки остерігаючись:0.25
significant of:0.2
кінець було:0.1
люльку й:0.25
correspond with:1
mein ich_:1
she reverted:0.000580383
red and:0.097561
як важко:0.016129
<s> таж:3.9468e-05
jew with:0.0769231
bishops were:0.2
began solemnly:0.00980392
їхнє повітря:1
take </s>:0.06
more immediately:0.0019802
я навіть:0.00393701
hands i:0.00775194
and child:0.00156062
catching mice:0.4
wake of:0.25
mawson is:0.2
poultry and:0.181818
крутихвіст тарабанить:0.111111
dancing master:0.12
doze but:1
берег є:0.2
reality and:0.4
стримати сміх:1
similarly </s>:0.142857
is owed:0.00153767
правою лапою:1
тепер горілки:0.0294118
monsieur </s>:0.5
a crowd:0.000170271
invitation for:0.25
dark grey:0.0204082
<s> you’ll:0.000118404
terrible business:0.111111
dared not:0.5
actual relation:0.05
та кролики:0.00854701
бровою не:1
the student:0.000185862
вбранні як:1
explicit said:1
into disrepute:0.00189394
life it:0.0083682
we went:0.00959233
by writing:0.000584795
знову розчепірила:0.0196078
із відсутності:0.0243902
home </s>:0.25
royalty </s>:0.333333
пихтіло як:1
the footprints:6.1954e-05
not coupled:0.000711744
heard a:0.0825688
<s> ventured:1.9734e-05
soda each:0.333333
ceiling while:0.166667
swell attire:1
vseresse to:1
women depended:0.00295858
а мовчати:0.00398406
і доведеться:0.00194553
twelve women:0.027027
development showing:0.0243902
action it:0.0555556
you then:0.00125576
such evil:0.0026738
ніхто зараз:0.0833333
sat over:0.0136986
здивується коли:1
надибали грифона:1
you usually:0.000418585
that shows:0.000298597
наказала королева:0.5
ймення аліса:1
in offices:0.000192753
round by:0.00793651
its female:0.00398406
геть забувши:0.2
conversation with:0.114286
seeke to:1
it happen:0.000331675
workhouse </s>:0.2
mysteriously </s>:1
focussed upon:1
she muttered:0.000580383
glossy neck:0.5
child died:0.00793651
_monkey you_:1
deeds of:1
шукає віяло:1
matter dropped:0.00793651
leave new:0.0128205
guide </s>:0.111111
certainly in:0.0131579
буйний думала:1
cried trevor:0.00746269
що королева:0.00257732
daily telegraph:0.05
probably remained:0.0196078
dame ursula:0.1
sided with:1
irascibly </s>:1
й завовтузилося:0.0035461
closed to:0.241379
rate may:0.0217391
панно алісо:0.333333
lake city:0.428571
a set:0.000681083
face but:0.00518135
the trial:0.000247816
kind as:0.0377358
man you:0.0165485
interest never:0.0131579
cooking utensil:0.333333
jaw </s>:0.6
whittle i:1
відображеннями г:1
religious ideals:0.0294118
say drink:0.00438596
будиночку де:1
across mr:0.0172414
ann </s>:0.25
everything like:0.0285714
<s> падає:1.9734e-05
francophile fop:1
opportunities to:0.2
footman continued:0.0769231
behalf to:0.0833333
which remains:0.00066313
sensible of:0.5
was shockingly:0.000311333
і правила:0.00194553
довкола алісина:0.0909091
похмурі й:1
віршовими дражнилками:1
would grieve:0.0016835
perused the:1
to me:0.0183235
cut it:0.0555556
it further:0.000331675
epistle forwarded:0.2
it relieved:0.000331675
<s> від:0.000118404
озерце завглибшки:0.5
дужче то:1
symptoms with:0.25
wickedness of:1
i could:0.0274741
they refer:0.00118064
сестри ліддел:1
<s> showing:1.9734e-05
продаж пояснив:1
of india:0.000106758
за праве:0.00884956
upon hearing:0.00160772
by lawe:0.000584795
перцю </s>:0.25
annes griffin:0.5
терпінням </s>:1
after addressing:0.00357143
the documents:0.000185862
was mending:0.000311333
low rates:0.0192308
had her:0.00175439
fading away:0.333333
which considered:0.00066313
із цим:0.0243902
betting being:0.2
iii _court:0.0188679
розкажу </s>:0.5
капелюшник його:0.0196078
наскрізь </s>:1
speed their:0.166667
live </s>:0.173077
<s> lay:5.9202e-05
industrious labour:0.166667
глузді </s>:1
feverish industry:0.333333
certen wool:1
saw them:0.024
длубаються в:1
of created:0.000106758
<s> intelligence:3.9468e-05
їй нарешті:0.0131579
то як:0.00840336
getting so:0.075
страх незручно:0.166667
and eyed:0.000120048
very heavy:0.00172414
y proved:0.2
_smart_ country:0.333333
як ніколи:0.00537634
lad in:0.0666667
industry which:0.0243902
лише усміхнувся:0.0909091
плигати в:1
growing bevy:0.0384615
companies customs:0.0238095
буває коли:0.333333
houses at:0.0357143
maker of:0.111111
почав </s>:0.181818
the remotest:6.1954e-05
what smouldering:0.00152672
a sour:0.000170271
imagination travel:0.0769231
on these:0.00077821
ten rubles:0.031746
psychic </s>:0.333333
навіть устрицю:0.0344828
that part:0.00119439
a free:0.0011919
travail began:0.333333
забула золотого:0.166667
children whom:0.00823045
organised into:0.166667
and crumpled:0.000120048
in jake's:0.000578258
was frequently:0.000311333
didn't sound:0.0555556
<s> invitation:3.9468e-05
силкуючись з'ясувати:1
with wife_:0.000488043
казку оповів:0.125
circumstances are:0.0333333
meals </s>:0.5
have said:0.00811908
her surprise:0.000520291
for oxford:0.000372717
чеширські коти:1
remembered a:0.0416667
last words:0.0260417
a crisis:0.000170271
convert into:0.25
the colonel’s:0.00061954
<s> викладаю:1.9734e-05
я ані:0.00393701
very sadly:0.00172414
бачити герцогиню:0.142857
over it:0.0222222
small fraction:0.00854701
більше не:0.333333
came jumping:0.00390625
<s> king’s:1.9734e-05
a socialist:0.000170271
в охайному:0.00452489
ще вона:0.025
didn't he:0.0555556
напевно склалася:0.125
shall fourthwith:0.00257069
was perfectly:0.00249066
shepherd </s>:0.384615
talk to:0.122807
assuring his:0.5
повернувшись на:0.25
вона мала:0.00704225
antonio we:0.166667
exclusion or:0.142857
з дозволу:0.00393701
гей крутихвосте:0.4
by vertue:0.000584795
jury of:0.04
by _a_:0.000584795
hero and:0.5
he ate:0.000415628
stranger in:0.0416667
крикнув грифон:0.6
heslerton’s lease:1
laborer and:1
or associated:0.00242718
рід споконвіку:1
алісу про:0.0666667
work at:0.0145985
beautifully printed:0.5
казала заперечив:0.166667
faced seaman:0.0714286
second door:0.0140845
as touching:0.000455581
аби навчати:0.0588235
to writing:0.000136743
ревнула королева:1
of beheading:0.000106758
one doubted:0.00111235
читати з:0.5
world you:0.0136986
customs depending:0.0434783
oneself speak:1
exportation of:1
framework of:1
masters in:0.0606061
оскільки говорили:0.166667
_now ready:1
four hours:0.0128205
ideas and:0.0625
<s> bandying:1.9734e-05
<s> iii:0.000966965
donge carte:1
зоря який:0.5
without charity:0.0042735
вийшло </s>:0.285714
been joining:0.00134771
і вірний:0.00194553
realizing how:1
professed or:0.2
your servants:0.00185874
що гриб:0.00257732
been hung:0.00134771
no name:0.00130719
вони поважно:0.0192308
омара </s>:0.5
or obtained:0.000809061
little shriek:0.00481928
<s> oak:1.9734e-05
aristocracy to:0.142857
or hissing:0.000809061
maker proposes:0.111111
у лівреї:0.00598802
повз неї:0.2
шаленого зайця:1
до половини:0.00512821
she proceeded:0.00232153
жабун узяв:0.2
or judge:0.000809061
<s> what's:1.9734e-05
слово чаювання:0.0714286
дверей і:0.285714
бо ж:0.0196078
have up:0.00067659
доки та:0.0769231
<s> relations:3.9468e-05
after sitting:0.00357143
conductor came:1
papers were:0.125
romance will:0.0833333
качур і:0.333333
cullye gain:1
roar like:0.333333
якраз перед:0.2
derive from:1
на хвилинку:0.00294118
історію але:0.125
hard at:0.0338983
him various:0.00127551
the what:0.000123908
горопашного казна:1
і нічого:0.00194553
з ним:0.019685
на землю:0.00294118
witnesses and:0.142857
tho it:0.111111
картини </s>:1
multiplication table:1
deserted a:0.0833333
sea the:0.0384615
kerosene lamp:1
stick </s>:0.111111
from hour:0.000931099
before sure:0.00299401
nothing formidable:0.00588235
спершу вам:0.0833333
по перше:0.0363636
ключ від:1
три </s>:0.0909091
stingy about:0.5
museum and:0.5
the matting:6.1954e-05
to buy:0.00259811
upwards or:0.166667
як розмовляти:0.00537634
if loth:0.00143062
<s> казка:1.9734e-05
curve which:0.2
eat your:0.0333333
and credit:0.000360144
me next:0.00119617
thing much:0.00917431
masters not:0.030303
departure by:0.142857
alice caught:0.00249377
children </s>:0.176955
much mistaken:0.00321543
supporting before:0.142857
was therefore:0.00124533
сказати незворушний:0.0526316
not charge:0.00569395
мовчазні й:1
сестер ліддел:0.333333
lists </s>:0.222222
hat the:0.0416667
and told:0.000480192
palate </s>:1
shall follow:0.00257069
better worth:0.0190476
він а:0.0176991
give them:0.0410959
gent's bench:1
reader </s>:0.285714
читанки проте:0.5
boast _but_:1
appointed his:0.0625
мабуть губи:0.0384615
maximum rate:0.1
пахви величезного:0.5
calico to:0.333333
а решта:0.00796813
<s> deeper:3.9468e-05
омарову кадриль:1
lives near:0.0227273
came oh:0.00390625
long bladed:0.00561798
stock to:0.129032
вогнищем і:1
the accident:0.000185862
never ending:0.00373134
men believed:0.00383142
пішаків у:1
for upwards:0.000372717
individual lives:0.0188679
рада </s>:0.142857
footmark in:0.5
the immense:6.1954e-05
боки мовби:0.333333
that being:0.000597193
of tourneys:0.000106758
lobsters to:0.142857
their paws:0.000981354
<s> surroundings:1.9734e-05
population at:0.2
frewin to:1
який поквапливо:0.0384615
right i'll:0.00649351
have bread:0.00067659
chicago </s>:0.2
a secure:0.000510812
люблю загадки:0.25
is obscure:0.00102512
their ideas:0.000981354
or confirmed:0.000809061
reynoldes hath:1
_public </s>:1
cushing </s>:0.185185
чудово але:0.333333
ні </s>:0.0961538
seeing you:0.047619
swim </s>:0.166667
players and:0.2
gentlemen whom:0.142857
ясне сіда:1
american songs:0.0333333
трохи послухала:0.037037
amercye archilles:1
alice every:0.00249377
on biding:0.00077821
<s> її:5.9202e-05
вдаючи ніби:1
every limb:0.0052356
саме час:0.0833333
exactly what:0.21875
mess table:0.5
not satisfied:0.000711744
or sons:0.000809061
man yat:0.00236407
не відкусила:0.0017452
the wardrobe:6.1954e-05
with othour:0.000488043
ніг </s>:0.25
created a:0.125
built by:0.1
тиждень </s>:0.5
unusual and:0.0909091
is willing:0.00153767
цікавило геть:1
нарешті голова:0.0434783
<s> repealed:1.9734e-05
public support:0.0545455
the sixth:6.1954e-05
travis with:0.5
бракувало часу:0.5
drink in:0.0181818
гущавину вона:1
всі вони:0.0704225
рукою </s>:0.4
ось мовчанка:0.0416667
other one:0.00544465
extraordinary that:0.025
driven him:0.0714286
додо також:0.0526316
than taken:0.00254453
printers were:0.05
сама аліса:0.047619
usually see:0.03125
лоскотали шиї:1
однакова </s>:1
duncan </s>:0.5
pepys on:0.0625
і наче:0.00194553
рота </s>:0.2
by dictating:0.000584795
talking </s>:0.310345
вона виразно:0.00352113
chin </s>:0.3125
all his:0.0163265
вона сама:0.0105634
clearly </s>:0.0869565
pet of:0.333333
thimble saying:0.25
at sabridgworth:0.000604961
caused some:0.0344828
a cure:0.000170271
was always:0.001868
рот проступив:0.333333
завовтузився під:1
creature a:0.05
resentfully </s>:1
use such:0.00671141
fein </s>:0.666667
<s> навіть:5.9202e-05
riper years:1
їх для:0.0294118
ніяка країна:0.333333
weight is:0.0625
знову заходилася:0.0196078
запитав казна:0.0909091
gentle sex:0.2
he rejoined:0.000831255
claton who:1
verdict </s>:0.2
wire so:0.0588235
than waste:0.00254453
a minute:0.00357569
wonderfully simple:0.111111
tongue </s>:0.363636
were frequently:0.000909091
to downham:0.000136743
цю панну:0.166667
гадюка </s>:0.428571
in temperance:0.000192753
<s> performing:7.89359e-05
й дивасніше:0.0035461
не крок:0.0017452
журно відповіла:1
how am:0.00940439
вона хвацько:0.00352113
ідіть усі:1
words about:0.0117647
two points:0.00266667
beneath </s>:0.5
reeds the:1
compliance as:0.0625
i'm growing:0.015873
вчасно схаменулася:1
trademark </s>:0.428571
благаю відстань:0.5
preface i:0.0588235
і наддала:0.00194553
збиратися до:1
рівненько немов:1
whereof two:0.1
crave your:0.5
я тільки:0.00787402
shrink as:0.333333
cost him:0.0212766
танути і:1
planning to:0.5
exclaimed solemnly:0.047619
<s> викидати:1.9734e-05
grow shorter:0.0555556
<s> easy:7.89359e-05
with melodramatic:0.000488043
_great britain’s:1
і сумна:0.00194553
broudy to:1
i suggested:0.00140174
or deletions:0.00242718
impulses </s>:0.5
by travelers:0.000584795
в цей:0.00904977
із нагрудною:0.0243902
full misery:0.00980392
sonn of:0.5
gitl every:0.00909091
<s> forbiddes:1.9734e-05
хтось буцнув:0.111111
addressed the:0.0833333
pay 12d:0.0116279
in gives:0.000192753
приб'ють як:1
too long:0.0201342
for interpretation:0.000372717
chafing with:0.5
коли англійці:0.0113636
keen enjoyment:0.0714286
bear upon:0.0384615
час було:0.0333333
daughter then:0.0212766
<s> нині:1.9734e-05
dibbs he:1
q̄ter daye:1
a pile:0.000340541
plan would:0.111111
a hansom:0.00102162
make cloth:0.00465116
<s> e.c:1.9734e-05
merely remarking:0.047619
the strange:0.000433678
стрінемося знову:1
save her:0.0625
ross </s>:0.266667
anguish </s>:0.5
у спеку:0.00598802
перша то:0.333333
це французька:0.00680272
яку їй:0.0909091
yours which:0.0454545
<s> one:0.002151
з найближчого:0.00393701
фермер каже:1
or they:0.00323625
великий англійський:0.166667
<s> evolutions:1.9734e-05
пригадати все:0.5
of fullers:0.000106758
thistle </s>:0.5
<s> room:0.00039468
is dinah:0.000512558
municipal origins:0.25
know if:0.00906344
jacob astor:0.2
власних прикладах:0.25
жабунові врочисто:1
очима </s>:0.166667
attacks my:0.166667
а аліса:0.00398406
remained looking:0.030303
з цього:0.011811
don so:0.0526316
active lady:0.05
присяжних негайно:0.0714286
eyes met:0.00680272
_pall mall:1
attends three:0.25
виявилася такою:0.5
exclaimed </s>:0.380952
пантера взяла:0.25
too freely:0.00671141
a directory:0.000170271
welch _history:0.142857
lying fast:0.04
favour and:0.0714286
the dancers:0.000185862
a quadrille:0.000170271
make for:0.00465116
branch of:0.625
interesting story:0.0882353
great straights:0.00460829
haberdashers hawkers:1
зустрілася очима:1
and remorse:0.000120048
its salutary:0.00398406
divorce of:0.0555556
got their:0.0142857
зріст дасть:0.111111
твій годинник:0.25
maximum disclaimer:0.3
gazette </s>:1
was morbidly:0.000311333
сиділи під:0.5
speak the:0.0188679
average woman:0.2
кучерями а:1
he called:0.00124688
one's heart:0.166667
сестер гувернантки:0.333333
champions who:1
mishesh_ be:1
to hatred:0.000136743
artificers have:0.25
son </s>:0.45679
leicester_ vol:1
день липня:0.0588235
який дивний:0.0384615
should study:0.00299401
вийняла люльку:0.25
pesth </s>:1
<s> bridget:1.9734e-05
заввишки з:0.2
her adversaries:0.000520291
трюків не:1
й слухняно:0.0035461
only handbook:0.00241546
became quite:0.028169
крутихвіст летить:0.111111
same ffraternity:0.00389105
сіла й:0.333333
date pred:0.0434783
met those:0.025641
історію </s>:0.375
occupie slaughterie:0.333333
cushion resting:0.5
village communities:0.05
як же:0.0268817
woman which:0.00373134
weeke and:0.111111
казна що:1
cry of:0.277778
comeinge over:0.5
by descent:0.000584795
daughters had:0.047619
інших дітей:0.5
her perhaps:0.00156087
child would:0.00793651
on mrs:0.00077821
warning finger:0.111111
who turned:0.00129534
stables </s>:0.318182
пан доджсон:0.166667
but a:0.0166425
regiment and:0.1
was furred:0.000311333
that apprenticeship:0.00089579
not possibly:0.00142349
the temptation:6.1954e-05
їй будь:0.0131579
gradually became:0.2
undoing her:0.2
бо коли:0.0196078
_ain it_:0.5
having tea:0.00769231
даруйте але:0.25
metropolis </s>:0.25
anxiously among:0.0588235
<s> relation:3.9468e-05
much invigorated:0.00321543
averted her:0.5
marsh one:0.5
demonstrates his:1
поправив сонько:1
thatt </s>:0.2
selling pullen:0.0322581
like </s>:0.0953947
<s> edited:0.000157872
trading transactions:0.0769231
get nothing:0.0111732
або міг:0.166667
impleaded in:0.5
в голові:0.0135747
pulling at:0.1
husbandes have:0.25
of yow:0.000106758
puddin of:1
his brow:0.00177384
of yorkshire:0.000533789
безперечно я:0.5
their monopoly:0.00294406
розгорнув пергаментовий:1
пригадаймо коли:1
what are:0.0229008
were who:0.000909091
canterbury found:0.125
не піду:0.0017452
north and:0.037037
of weight:0.000106758
well go:0.00533333
this rope:0.00152555
без десерту:0.03125
their earlier:0.000981354
кролик крутить:0.0526316
<s> knowing:7.89359e-05
чули про:0.5
watson wm:0.00746269
handsome pig:0.111111
чи то:0.0674157
вдягає маски:1
industry milk:0.00813008
suspected the:0.222222
її виплутати:0.0104167
з води:0.00393701
out by:0.00956938
часу </s>:0.0714286
in historic:0.000192753
dictionary on:0.333333
punishments were:0.5
removal of:1
broken the:0.025641
man the:0.00945626
drawer a:0.2
a scotch:0.000170271
brush and:1
loft </s>:0.666667
<s> behind:0.000157872
he glancing:0.000415628
years henry:0.00657895
poured </s>:0.2
of causing:0.000106758
the domain:6.1954e-05
_yankee_ that's:1
not choice:0.000711744
сонька у:0.142857
кругом і:1
квапить перша:1
поникали та:1
світ дорослих:0.142857
minutes before:0.0454545
dodo had:0.0769231
met in:0.0769231
дійдеш сказав:1
servant while:0.0178571
was received:0.000622665
від дому:0.0188679
як ящур:0.00537634
and commanding:0.000120048
<s> _dot's:1.9734e-05
objects seemed:0.166667
profit on:0.0714286
seventeenth or:0.00990099
face looked:0.00518135
передражнювати все:1
<s> matches:1.9734e-05
and brunton:0.000120048
й куди:0.0070922
мовби я:0.142857
orthodocia and:1
want with:0.0107527
determined but:0.0588235
queen's shrill:0.142857
великих смішних:1
my service:0.000852515
існує якесь:1
<s> illustrated:0.000157872
you mush:0.000418585
devoted to:0.538462
вона могла:0.0105634
least </s>:0.121212
it'll never:0.125
таблички та:1
woman stands:0.00373134
straight </s>:0.142857
a snail:0.000170271
engage and:0.166667
from no:0.000931099
ось головне:0.0416667
contains the:0.5
зненацька і:0.125
innocent but:0.1
запитала аліса:0.636364
the trades:0.000247816
american </s>:0.166667
маю сказати:0.166667
не найкраща:0.0034904
words had:0.0117647
скажіть а:0.2
дюйми заввишки:0.333333
headquarters and:1
housewife undiverted:0.111111
century conditions:0.00763359
сюди і:0.25
зірки подумала:1
між ними:0.2
and beasts:0.000120048
euer agree:1
won't </s>:0.121212
walk ourselves:0.03125
will put:0.0043956
here however:0.00392157
finished her:0.0645161
the guide:6.1954e-05
command and:0.0909091
vivid is:0.142857
little house:0.00722892
people only:0.00645161
атож тогочасною:0.5
dame margaret:0.1
_combination among_:1
dear inspector:0.011236
<s> давай:1.9734e-05
feared to:0.0909091
forfeiting the:1
to hope:0.000273486
yᵗ of:0.125
цілком серйозно:0.25
more comfortable:0.0019802
наплакала ціле:0.5
make something:0.00465116
<s> flattened:1.9734e-05
на скелі:0.00294118
your mate:0.00185874
out her:0.00478469
whole weight:0.00793651
and instead:0.000120048
and forever:0.000240096
the mosaic:0.000123908
stem the:0.333333
він прийміть:0.00884956
<s> valuable:1.9734e-05
прізвисько не:1
publick morning:0.0909091
being ordered:0.00355872
side note:0.00746269
necessity of:0.142857
money away:0.0075188
the clearest:6.1954e-05
meat from:0.0222222
як нас:0.00537634
вигнула її:1
any money:0.015544
exchange her:0.2
стала сперечатися:0.0666667
musgrave ritual:0.185185
dog nor:0.047619
domestic april:0.00847458
разом із:0.2
день і:0.117647
public domain:0.109091
john wilshawe:0.00775194
not an:0.00355872
wise better:0.0588235
spun along:0.0666667
full particulars:0.00980392
midwives till:0.0169492
бо він:0.0588235
fourthe edition:1
successful in:0.210526
<s> replace:1.9734e-05
thus one:0.00793651
told her:0.0666667
й пісні:0.0035461
тепер взуватиме:0.0294118
of hot:0.000106758
industrial position:0.181818
glibly as:0.5
стаючи то:1
mere lack:0.05
mile to:0.0666667
не чуть:0.0017452
отже у:0.142857
an answer:0.0116279
<s> expert:3.9468e-05
задавати питань:1
<s> forbes:5.9202e-05
_increased wages_:1
же не:0.047619
fist </s>:0.5
really have:0.04
raw </s>:0.5
за якихось:0.00884956
by way:0.00467836
upset and:0.333333
бачу тут:0.166667
не сказала:0.0017452
self consciously:0.0277778
room now:0.00454545
<s> fourscore:1.9734e-05
days afterwards:0.0208333
різних дівчаток:1
to generation:0.000136743
close of:0.0727273
murder out:0.0666667
професор доджсон:0.333333
не досягне:0.0034904
були двоскладові:0.0357143
протилежного кінця:0.5
tired herself:0.1
вашого стуку:1
їхніх облич:0.333333
проживають </s>:1
had me:0.000584795
cane chairs:0.333333
now piled:0.00244499
these earnings:0.00332226
<s> бі:1.9734e-05
я змушу:0.00393701
знаєш там:0.1
marvelous keenness:0.25
немовби змінилися:0.5
infusions which:1
membership in:0.428571
якось дивно:0.111111
here has:0.00784314
women’s and:0.011236
давно майже:0.2
<s> cullingworth:1.9734e-05
was per:0.000311333
не вийшло:0.0017452
омарів </s>:0.5
quick glancing:0.0526316
балакати розпачливо:0.5
advantage by:0.047619
ти щойно:0.0103093
western country:0.5
гавкало </s>:1
згорнувши руки:1
relations with:0.105263
знатиму як:1
lay otherwise:0.015873
the crown:0.000495632
fair warning:0.0909091
better if:0.0285714
attending </s>:0.25
королів аж:0.5
після купання:0.111111
like thunder:0.00328947
тата </s>:0.333333
як жаль:0.00537634
lade one:0.333333
залюбки перекручував:0.25
не траплялося:0.0017452
etc sic:0.0126582
черепаха ступаєте:0.0263158
jake stood:0.01
<s> transition:1.9734e-05
found </s>:0.105
морської зірки:0.5
houses contrary:0.0178571
that just:0.000298597
туманіє голова:1
derbyshire annals:0.25
відпровадиш цю:1
summer day:0.111111
і написав:0.00194553
падіння не:0.5
_see_ midwifery:0.0108696
герцогиня і:0.030303
<s> _superior:1.9734e-05
were for:0.00181818
overjoyed by:1
and married:0.000120048
printing patterns:0.0434783
does yer:0.0113636
слізьми так:0.333333
щастя він:0.2
my examination:0.000852515
пан чарлі:0.666667
прабабусі твоєї:1
cutting loft:0.2
same when:0.00389105
сперечатися </s>:0.5
haue mayd:0.037037
into tragedy:0.00189394
6s 8d:0.384615
до кишені:0.00512821
wages but:0.0298507
railway station:0.142857
коли ми:0.0113636
who harboured:0.00129534
emerge </s>:1
positions </s>:0.2
won't have:0.030303
stands head:0.111111
_widows and:1
<s> amidst:1.9734e-05
й кучерява:0.0035461
english now:0.00877193
the troubles:6.1954e-05
certainly pointing:0.0131579
lady mansell:0.020202
тихим тремтячим:1
occasionally attend:0.1
never been:0.0298507
грали чарльз:0.5
guessed the:0.142857
edmunds </s>:0.333333
<s> true:0.000157872
what chemist:0.00152672
knowledge respecting:0.0208333
думка якого:0.5
chamber about:0.0454545
grey </s>:0.0714286
records dorchester_:0.0149254
обертаються на:1
around him:0.1875
перший куплет:0.166667
танцювати кадриль:1
and manner:0.000120048
common contrary:0.0102041
a pitch:0.000170271
vjid a:0.75
efforts project:0.111111
law before:0.0135135
ever syns:0.00689655
<s> dreaming:1.9734e-05
трапляли йому:1
answered knocking:0.0153846
<s> keping:1.9734e-05
<s> open:0.000157872
мораль є:0.125
високо літа:0.333333
лопотіння ніг:1
sadly down:0.166667
сховай до:1
тілом і:0.5
нижче але:1
<s> dormouse:0.000138138
hearing </s>:0.0714286
is commendable:0.000512558
these yeres:0.00332226
answered pycroft:0.0153846
<s> master’s:1.9734e-05
darkness as:0.0909091
любенький дорогенький:1
sleep having:0.0454545
it stood:0.000331675
shielded the:1
dozing off:1
signs so:0.0555556
<s> whip:1.9734e-05
звичайно та:0.0833333
балакати вона:0.5
mamie charged:0.0142857
the stick:0.000123908
was said:0.00311333
peering </s>:0.166667
i started:0.000560695
on unchecked:0.00077821
і застебнутий:0.00194553
<s> spirituality:1.9734e-05
mit </s>:0.25
worth at:0.0740741
social institutions:0.0153846
cornmarket any:1
addressing nobody:0.2
things themselves:0.00934579
was useful:0.000311333
have cared:0.00067659
given authoritie:0.00961538
нахилило голову:1
я напевно:0.00393701
tuson </s>:0.5
jewish </s>:0.428571
man inspired:0.00236407
став дзенькіт:0.166667
вийшла з:0.333333
hidden and:0.166667
made him:0.0282132
doe the:0.0571429
was lord:0.000311333
valley of:0.5
remoteness to:1
найперше аліса:0.2
our detective:0.00289855
john dennit:0.00775194
is yesterday:0.000512558
heslerton fermour:1
speak to:0.132075
thing smiling:0.00917431
<s> говори:1.9734e-05
shield may:0.166667
пиріг залюбки:0.333333
fee or:0.2
all coming:0.00102041
hudson street:0.08
wanted leaders:0.0333333
was marvelling:0.000311333
of age:0.000427031
bottle marked:0.0714286
двійку </s>:1
said mistres:0.00243506
чудні пригоди:1
королеви </s>:0.454545
sheffield showing:0.2
where said:0.003663
minories </s>:0.333333
family paid:0.00425532
were sunk:0.000909091
that finished:0.000298597
many thousands:0.0340426
and hasty:0.000120048
we try:0.00119904
знову розмовляти:0.0196078
together seeing:0.0108696
skales jane:1
парі з:1
hand under:0.0052356
found quite:0.005
оговталась і:1
fifty paces:0.0666667
cholera into:0.5
mortality life:0.125
сестрам найпершим:1
and i’ll:0.000120048
<s> _they:1.9734e-05
виходило щось:1
great diversite:0.00460829
напевно нічого:0.125
mental eye:0.111111
shall drop:0.00257069
когось вікторіанський:0.25
game was:0.037037
rain fell:0.142857
hands at:0.0232558
than nine:0.00254453
widows were:0.0454545
and got:0.000720288
шкурка </s>:1
треба вчити:0.0454545
черепаха </s>:0.210526
forget them:0.153846
osmond of:0.5
<s> bells:1.9734e-05
lofty stair:0.5
зовсім осібно:0.0526316
saying thank:0.0263158
ой дайте:0.0714286
convict in:0.2
skins drest:0.333333
зо сміху:0.333333
навтікача і:0.5
чотири по:0.3
appreciation </s>:1
any rate:0.0172712
had tired:0.000584795
що вічно:0.00257732
their experiments:0.000981354
stem of:0.333333
вона їх:0.00352113
ці слова:0.444444
you anticipate:0.000418585
я боявсь:0.00393701
train her:0.025641
без подиву:0.03125
has become:0.0132159
it mr:0.0013267
far this:0.00877193
the arrival:0.000247816
a permission:0.000170271
then </s>:0.173599
beasts but:0.25
коли кролик:0.0227273
board </s>:0.0833333
inside no:0.0588235
would know:0.00505051
чикнути ножем:1
liberties thereof:0.333333
sniveller for:1
forty </s>:0.0714286
allow the:0.05
alice it:0.00249377
пояснювати </s>:1
aray thẽ:1
нас </s>:0.0769231
_cheetham society_:1
до немовляти:0.00512821
if mr:0.00143062
про судові:0.0147059
makes absolutely:0.027027
відчинилися у:1
laid against:0.0285714
lady carr:0.010101
gryphon repeated:0.0181818
be shutting:0.000667111
it thus:0.000331675
dutch possess:0.0769231
more colored:0.0019802
навчено цебто:1
pursued inexorably:0.0833333
great lump:0.00460829
only through:0.00241546
spiritual </s>:0.111111
perhaps were:0.0138889
attended market:0.0833333
сподобався тон:0.5
you charge:0.00125576
bosom of:0.111111
she tried:0.00580383
ото вдома:0.2
